date,close,open,maximo,minimo,variacion,anterior,predictions
2001-02-23,571.45,568.85,573.65,568.85,0.0037,569.33,570.5081397697543
2001-02-26,567.42,571.35,571.58,567.15,-0.0070999999999999995,571.45,571.429185784298
2001-02-27,568.67,567.15,568.88,565.6,0.0022,567.42,564.8393903402886
2001-02-28,574.22,569.1,574.42,569.0,0.0098,568.67,572.9613912226604
2001-03-01,572.55,574.14,575.9,571.8,-0.0029,574.22,578.055147761482
2001-03-02,579.08,572.45,579.42,572.4,0.011399999999999999,572.55,572.7032508289553
2001-03-05,587.95,579.25,590.75,579.2,0.015300000000000001,579.08,576.0943881914818
2001-03-06,587.45,587.8,589.05,586.5,-0.0009,587.95,591.036474512825
2001-03-07,587.35,587.35,590.25,586.1,-0.0002,587.45,590.1557583221816
2001-03-08,589.85,587.2,590.85,585.8,0.0043,587.35,588.1765213476206
2001-03-09,593.05,589.7,596.25,589.7,0.0054,589.85,592.6417624066576
2001-03-12,592.75,592.9,595.75,592.6,-0.0005,593.05,591.8228779347073
2001-03-13,587.25,592.75,593.45,586.8,-0.009300000000000001,592.75,592.6950614315089
2001-03-14,586.65,587.1,590.75,585.6,-0.001,587.25,587.6412664573494
2001-03-15,588.25,586.5,588.75,583.7,0.0027,586.65,587.5497485474807
2001-03-16,589.55,588.1,592.45,587.9,0.0022,588.25,590.933892139953
2001-03-19,588.35,589.4,591.1,587.8,-0.002,589.55,589.2868036820236
2001-03-20,585.25,588.2,588.45,584.0,-0.0053,588.35,587.2031135999266
2001-03-21,587.35,585.1,587.45,585.1,0.0036,585.25,586.8587110165587
2001-03-22,591.95,587.2,592.55,587.2,0.0078000000000000005,587.35,589.5849410771755
2001-03-23,595.25,591.8,596.95,591.8,0.005600000000000001,591.95,595.9039268321062
2001-03-26,590.45,595.1,595.25,588.3,-0.008100000000000001,595.25,594.6729059292034
2001-03-27,590.95,590.3,592.05,589.2,0.0008,590.45,586.0551680382312
2001-03-28,591.35,590.8,592.5,590.4,0.0007000000000000001,590.95,597.4735824462894
2001-03-29,593.05,591.2,593.45,591.2,0.0029,591.35,589.3281547823887
2001-03-30,595.55,592.9,596.35,592.9,0.0042,593.05,599.1002089830926
2001-04-02,596.95,595.4,597.15,594.35,0.0024,595.55,592.0610891859889
2001-04-03,597.65,596.8,599.35,596.8,0.0012,596.95,596.7991346996438
2001-04-04,597.45,597.5,597.65,596.6,-0.0003,597.65,598.1971484791962
2001-04-05,595.45,597.3,597.45,594.7,-0.0033,597.45,599.82727553101
2001-04-06,595.65,595.3,595.75,594.35,0.0003,595.45,597.8413005852922
2001-04-09,596.25,595.5,596.25,594.9,0.001,595.65,595.4471659783944
2001-04-10,594.55,596.1,596.3,594.3,-0.0029,596.25,595.9038009128759
